File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF904ROJ	bigBed narrowPeak	peaks	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF656LHF	2561398	ENCODE Processing Pipeline	233272199b4b18c1c6b590c25ff1fc4a		https://www.encodeproject.org/files/ENCFF904ROJ/@@download/ENCFF904ROJ.bigBed	GRCh38				released	s3://encode-public/2017/01/11/8c20ce8c-c289-4188-870b-3749be98551e/ENCFF904ROJ.bigBed	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF732EOR	bigBed narrowPeak	peaks	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF966LMJ	3201582	ENCODE Processing Pipeline	76091563a20f944cfd294110c9e790dd		https://www.encodeproject.org/files/ENCFF732EOR/@@download/ENCFF732EOR.bigBed	hg19				released	s3://encode-public/2017/01/11/3e4ff1a6-774c-4100-aad1-11fd2a4755a6/ENCFF732EOR.bigBed	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF710GQV	bed narrowPeak	peaks	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF153KPG, ENCFF797ARJ, ENCFF815TLX, ENCFF873ZWP	1891792	ENCODE Processing Pipeline	15f025d036b29d18964dadd1d9c5fd70		https://www.encodeproject.org/files/ENCFF710GQV/@@download/ENCFF710GQV.bed.gz	GRCh38				released	s3://encode-public/2017/01/11/e077d7dc-c6b2-4a08-b0b9-36d03cf9353f/ENCFF710GQV.bed.gz	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF616IYN	bigBed narrowPeak	peaks	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF507SNM	5122709	ENCODE Processing Pipeline	6694e013ce5ac8dc4f7722a9c8be8178		https://www.encodeproject.org/files/ENCFF616IYN/@@download/ENCFF616IYN.bigBed	hg19				released	s3://encode-public/2017/01/11/774206f6-97f8-480d-910d-2e9a05ff1145/ENCFF616IYN.bigBed	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF138TYQ	bigWig	signal p-value	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF087VER, ENCFF624TPS	136720861	ENCODE Processing Pipeline	ba2c8de7ad9dba08cdddde4835c87861		https://www.encodeproject.org/files/ENCFF138TYQ/@@download/ENCFF138TYQ.bigWig	hg19				released	s3://encode-public/2017/01/11/cfa7ae2c-a853-43a6-8127-e7f1fd5db097/ENCFF138TYQ.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF304YFO	bigWig	fold change over control	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF815TLX, ENCFF873ZWP	114434939	ENCODE Processing Pipeline	b78a2306682d9914e295be16f4ab95e8		https://www.encodeproject.org/files/ENCFF304YFO/@@download/ENCFF304YFO.bigWig	GRCh38				released	s3://encode-public/2017/01/11/e67c1d4b-da90-4dd7-b0dc-bf6851f00de2/ENCFF304YFO.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF926WUL	bigWig	signal p-value	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF153KPG, ENCFF797ARJ, ENCFF873ZWP	257795966	ENCODE Processing Pipeline	37470fe7ec97eb2e9432d3a7fb607ca6		https://www.encodeproject.org/files/ENCFF926WUL/@@download/ENCFF926WUL.bigWig	GRCh38				released	s3://encode-public/2017/01/11/57e63df1-4558-415e-bcab-d3beb65dcb72/ENCFF926WUL.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF358MLO	bigWig	signal p-value	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF815TLX, ENCFF873ZWP	137076379	ENCODE Processing Pipeline	8fad0973722748dc57d3b34451ea9b47		https://www.encodeproject.org/files/ENCFF358MLO/@@download/ENCFF358MLO.bigWig	GRCh38				released	s3://encode-public/2017/01/11/ae86af00-b5a7-4f4d-86d0-15f7567fec0d/ENCFF358MLO.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF600VVF	bigWig	fold change over control	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF153KPG, ENCFF797ARJ, ENCFF873ZWP	415747888	ENCODE Processing Pipeline	bcd38d17874370540f9ac2e18cd3cc12		https://www.encodeproject.org/files/ENCFF600VVF/@@download/ENCFF600VVF.bigWig	GRCh38				released	s3://encode-public/2017/01/11/84f448fc-b09e-4907-ad1b-2c9d02a402e6/ENCFF600VVF.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF836XOQ	bigWig	signal p-value	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF153KPG, ENCFF797ARJ, ENCFF815TLX, ENCFF873ZWP	251475125	ENCODE Processing Pipeline	1d7fcd42b64e8e87b40e93f1c66ba38a		https://www.encodeproject.org/files/ENCFF836XOQ/@@download/ENCFF836XOQ.bigWig	GRCh38				released	s3://encode-public/2017/01/11/270f31d0-012d-4801-8380-a27b63ec4c82/ENCFF836XOQ.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF536ANB	bigWig	signal p-value	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF232FPZ, ENCFF624TPS, ENCFF753GZX	257783965	ENCODE Processing Pipeline	22eec9771aa60776771120f978c958df		https://www.encodeproject.org/files/ENCFF536ANB/@@download/ENCFF536ANB.bigWig	hg19				released	s3://encode-public/2017/01/11/4003685c-9925-4964-83bf-b0e5583615b2/ENCFF536ANB.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF372EXQ	bigWig	signal p-value	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF087VER, ENCFF232FPZ, ENCFF624TPS, ENCFF753GZX	239560287	ENCODE Processing Pipeline	36ff5b4bfd5b3c4e68806cf1da1d9436		https://www.encodeproject.org/files/ENCFF372EXQ/@@download/ENCFF372EXQ.bigWig	hg19				released	s3://encode-public/2017/01/11/33521742-36e0-4e9b-985e-e48f333ce73a/ENCFF372EXQ.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF831ZHL	bigWig	fold change over control	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF153KPG, ENCFF797ARJ, ENCFF815TLX, ENCFF873ZWP	495478405	ENCODE Processing Pipeline	297c172feafe6b9f27f9e1217aaf11c1		https://www.encodeproject.org/files/ENCFF831ZHL/@@download/ENCFF831ZHL.bigWig	GRCh38				released	s3://encode-public/2017/01/11/3a5e2433-e7cb-4fe3-8c0e-adb11d918354/ENCFF831ZHL.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF455PWA	bigWig	fold change over control	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF087VER, ENCFF624TPS	112667758	ENCODE Processing Pipeline	d90f307e39355733f1b41c4df184e081		https://www.encodeproject.org/files/ENCFF455PWA/@@download/ENCFF455PWA.bigWig	hg19				released	s3://encode-public/2017/01/11/c167ca7e-fc25-42d0-9542-351b7ac02ef0/ENCFF455PWA.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF647XOC	bigWig	fold change over control	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF232FPZ, ENCFF624TPS, ENCFF753GZX	413299158	ENCODE Processing Pipeline	e79f47f75d170ffa9900bcf28fcfc647		https://www.encodeproject.org/files/ENCFF647XOC/@@download/ENCFF647XOC.bigWig	hg19				released	s3://encode-public/2017/01/11/a0526ad9-4120-4ca3-9ad0-f5aad6f8675a/ENCFF647XOC.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF378FBA	bigBed narrowPeak	replicated peaks	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF453PEP	4107238	ENCODE Processing Pipeline	0c9c234f0bf8209418d38fd805db7143		https://www.encodeproject.org/files/ENCFF378FBA/@@download/ENCFF378FBA.bigBed	GRCh38				released	s3://encode-public/2017/01/11/5ad2143f-8c90-4938-8908-7399a7055eac/ENCFF378FBA.bigBed	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF682WPF	bigWig	fold change over control	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF087VER, ENCFF232FPZ, ENCFF624TPS, ENCFF753GZX	484318738	ENCODE Processing Pipeline	12e6cc1c402aeb461228a909b6bc6c3a		https://www.encodeproject.org/files/ENCFF682WPF/@@download/ENCFF682WPF.bigWig	hg19				released	s3://encode-public/2017/01/11/114b0533-ee80-4e36-a453-9b7013fb50d2/ENCFF682WPF.bigWig	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF453PEP	bed narrowPeak	replicated peaks	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF006FIO, ENCFF656LHF, ENCFF710GQV	1890027	ENCODE Processing Pipeline	a7fde605b8f5372c27a778db66e35f92		https://www.encodeproject.org/files/ENCFF453PEP/@@download/ENCFF453PEP.bed.gz	GRCh38				released	s3://encode-public/2017/01/11/2d0a7961-8edc-47f0-a32a-d9e1f4e5455f/ENCFF453PEP.bed.gz	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF921LKB	bed narrowPeak	replicated peaks	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF317ATF, ENCFF507SNM, ENCFF966LMJ	1879365	ENCODE Processing Pipeline	c132bf4d0d5ba1a099a7b4689cbc52a2		https://www.encodeproject.org/files/ENCFF921LKB/@@download/ENCFF921LKB.bed.gz	hg19				released	s3://encode-public/2017/01/11/a2f4394c-984c-4a5b-acef-102ed42ba743/ENCFF921LKB.bed.gz	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF220EYY	bigBed narrowPeak	replicated peaks	ENCSR000AKF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me1-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF921LKB	4122213	ENCODE Processing Pipeline	b3fcec54bb95357262fb0197752bd488		https://www.encodeproject.org/files/ENCFF220EYY/@@download/ENCFF220EYY.bigBed	hg19				released	s3://encode-public/2017/01/11/84d86772-d1e3-4c55-8601-a1b130c224cc/ENCFF220EYY.bigBed	moderate library complexity, mixed read lengths, low read length, mild to moderate bottlenecking		control insufficient read depth, insufficient read depth	
ENCFF001EXF	bam	alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001EXY	663546999	John Stamatoyannopoulos, UW	d30e889b0c20c1ab056e36a94999dfb4		https://www.encodeproject.org/files/ENCFF001EXF/@@download/ENCFF001EXF.bam	hg19				archived	s3://encode-public/2011/06/25/33a02289-23d4-4218-bb43-abaa154c4b68/ENCFF001EXF.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXG	bam	alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001EXW	652472860	John Stamatoyannopoulos, UW	ed2dc50ae8ea78151f87063e73a7508f		https://www.encodeproject.org/files/ENCFF001EXG/@@download/ENCFF001EXG.bam	hg19				archived	s3://encode-public/2011/06/25/5b853da8-f5fa-4eff-82b3-bd38b2b8928f/ENCFF001EXG.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXH	bigBed broadPeak	hotspots	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001WYF	8466244	John Stamatoyannopoulos, UW	6e4b0d185cf0782a31d686e8be670dd1		https://www.encodeproject.org/files/ENCFF001EXH/@@download/ENCFF001EXH.bigBed	hg19				archived	s3://encode-public/2011/06/25/062dc578-43e8-4cc5-a0a3-0c731ff1a925/ENCFF001EXH.broadPeak.bigbed	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXI	bigBed broadPeak	hotspots	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001WYH	8975258	John Stamatoyannopoulos, UW	edf0a2c8945dddf504fdd2a77e0aa962		https://www.encodeproject.org/files/ENCFF001EXI/@@download/ENCFF001EXI.bigBed	hg19				archived	s3://encode-public/2011/06/25/253f731e-dceb-4a81-8a5b-9f5255465f36/ENCFF001EXI.broadPeak.bigbed	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXJ	bigBed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001WYG	1455587	John Stamatoyannopoulos, UW	00299614d00ac3af991af9ce75a2710d		https://www.encodeproject.org/files/ENCFF001EXJ/@@download/ENCFF001EXJ.bigBed	hg19				archived	s3://encode-public/2011/06/25/47425138-cf85-4919-b982-252a23768f3e/ENCFF001EXJ.narrowPeak.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXK	bigBed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001WYI	1414362	John Stamatoyannopoulos, UW	c4cf9aedcd4aefe4d4f86b0cd7c1fcc4		https://www.encodeproject.org/files/ENCFF001EXK/@@download/ENCFF001EXK.bigBed	hg19				archived	s3://encode-public/2011/06/25/bf5e7eeb-67db-4237-8377-b25c8265dba4/ENCFF001EXK.narrowPeak.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXN	bigWig	raw signal	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001EXF	132244585	John Stamatoyannopoulos, UW	ff7ba7f2f24fd96c3be0b3bdfce1d40d		https://www.encodeproject.org/files/ENCFF001EXN/@@download/ENCFF001EXN.bigWig	hg19				archived	s3://encode-public/2011/06/25/93c6aaac-c7b0-40db-aaa1-5bc6b175cc13/ENCFF001EXN.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXP	bigWig	raw signal	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001EXG	134558313	John Stamatoyannopoulos, UW	b904dfce2ecb1afe36b479517d4601c8		https://www.encodeproject.org/files/ENCFF001EXP/@@download/ENCFF001EXP.bigWig	hg19				archived	s3://encode-public/2011/06/25/5ccbd17f-57d3-46c5-aff8-43939675741c/ENCFF001EXP.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXW	fastq	reads	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2	1	36		single-ended				707981955	John Stamatoyannopoulos, UW	4edbcd7266c79656692a5650ea568b8b		https://www.encodeproject.org/files/ENCFF001EXW/@@download/ENCFF001EXW.fastq.gz			Illumina Genome Analyzer	/files/ENCFF001HID/	released	s3://encode-public/2011/06/25/7437703a-ae2c-41e0-bdbc-9acb755cbcc7/ENCFF001EXW.fastq.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001EXY	fastq	reads	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1	1	36		single-ended				717225632	John Stamatoyannopoulos, UW	36871c15ae6d42e6a58eb92f9fad876b		https://www.encodeproject.org/files/ENCFF001EXY/@@download/ENCFF001EXY.fastq.gz			Illumina Genome Analyzer	/files/ENCFF001HID/	released	s3://encode-public/2011/06/25/a24f720a-d2c9-4c04-b8a2-b0cdeb0036c8/ENCFF001EXY.fastq.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001WYF	bed broadPeak	hotspots	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001EXF	4967107	John Stamatoyannopoulos, UW	961a3a90b499e755a6e5db759ccf1c43		https://www.encodeproject.org/files/ENCFF001WYF/@@download/ENCFF001WYF.bed.gz	hg19				archived	s3://encode-public/2011/06/25/d84cefa0-0d36-4e55-b37a-ec41f9d220cb/ENCFF001WYF.broadPeak.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001WYG	bed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001EXF	829291	John Stamatoyannopoulos, UW	c8594f80d621264f0ad714d7f45d1270		https://www.encodeproject.org/files/ENCFF001WYG/@@download/ENCFF001WYG.bed.gz	hg19				archived	s3://encode-public/2011/06/25/1cacafd2-423b-4559-ba64-387b4798b318/ENCFF001WYG.narrowPeak.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001WYH	bed broadPeak	hotspots	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001EXG	5155747	John Stamatoyannopoulos, UW	36180bd7554101034ea6c46c6a5d0c3c		https://www.encodeproject.org/files/ENCFF001WYH/@@download/ENCFF001WYH.bed.gz	hg19				archived	s3://encode-public/2011/06/25/5e96d337-e9a0-4c36-8781-2e899e4ed50c/ENCFF001WYH.broadPeak.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF001WYI	bed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001EXG	793672	John Stamatoyannopoulos, UW	bd444de0769239f45e9ca3c53d59b5b5		https://www.encodeproject.org/files/ENCFF001WYI/@@download/ENCFF001WYI.bed.gz	hg19				archived	s3://encode-public/2011/06/25/1ae11e76-019a-4dbe-9d1b-a9ca129755a7/ENCFF001WYI.narrowPeak.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF245CBD	bam	unfiltered alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2			36				ENCFF001EXW, ENCFF643CGH	871369908	ENCODE Processing Pipeline	e5851d4be50eeafa35fac34010877f6b		https://www.encodeproject.org/files/ENCFF245CBD/@@download/ENCFF245CBD.bam	GRCh38				released	s3://encode-public/2016/10/26/84b7bea1-55d6-494d-a91c-27f347434231/ENCFF245CBD.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF504QVS	bam	unfiltered alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1			36				ENCFF001EXY, ENCFF643CGH	881049373	ENCODE Processing Pipeline	056fbb93e56bd07db71691218b3c1149		https://www.encodeproject.org/files/ENCFF504QVS/@@download/ENCFF504QVS.bam	GRCh38				released	s3://encode-public/2016/10/26/1bed1ccf-6f25-4c06-a4a9-1b52d44e4874/ENCFF504QVS.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF906JEC	bam	alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2			36				ENCFF001EXW, ENCFF643CGH	589511098	ENCODE Processing Pipeline	cd4a34555e17fad0327665475341140a		https://www.encodeproject.org/files/ENCFF906JEC/@@download/ENCFF906JEC.bam	GRCh38				released	s3://encode-public/2016/10/26/16584cbc-34ab-4956-95d0-b08429b1d7b1/ENCFF906JEC.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF651KLD	bam	alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1			36				ENCFF001EXY, ENCFF643CGH	592209287	ENCODE Processing Pipeline	4c54544bcf87b9d39d16d70dd0dbe7ad		https://www.encodeproject.org/files/ENCFF651KLD/@@download/ENCFF651KLD.bam	GRCh38				released	s3://encode-public/2016/10/26/64de31eb-5819-46cd-8678-11521ad87aa0/ENCFF651KLD.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF191SDM	bam	unfiltered alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2			36				ENCFF001EXW, ENCFF807MUK	869187669	ENCODE Processing Pipeline	3fa95db382e579999bf4fdf8d69e9e5b		https://www.encodeproject.org/files/ENCFF191SDM/@@download/ENCFF191SDM.bam	hg19				released	s3://encode-public/2016/11/12/5a86ea97-c2c3-47d1-ae5c-b23f1790478b/ENCFF191SDM.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF381BRW	bam	unfiltered alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1			36				ENCFF001EXY, ENCFF807MUK	878786949	ENCODE Processing Pipeline	9dddd8046200209ab568ca7a75aab530		https://www.encodeproject.org/files/ENCFF381BRW/@@download/ENCFF381BRW.bam	hg19				released	s3://encode-public/2016/11/12/b93f216d-3c01-41d6-9c0c-72fd05865f78/ENCFF381BRW.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF115UBM	bam	alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2			36				ENCFF001EXW, ENCFF807MUK	589167323	ENCODE Processing Pipeline	f1e4e12ce983407e53ff31cfe2c438a0		https://www.encodeproject.org/files/ENCFF115UBM/@@download/ENCFF115UBM.bam	hg19				released	s3://encode-public/2016/11/12/36a2a630-c0a5-4c8d-b08f-d6b4a3bcd0cd/ENCFF115UBM.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF878YGG	bam	alignments	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1			36				ENCFF001EXY, ENCFF807MUK	591855897	ENCODE Processing Pipeline	d64790c2493dd30bf8c07dd57ef0be4c		https://www.encodeproject.org/files/ENCFF878YGG/@@download/ENCFF878YGG.bam	hg19				released	s3://encode-public/2016/11/12/f3e244fd-b7e5-4b21-887d-5a80303ede71/ENCFF878YGG.bam	low read length		control insufficient read depth, insufficient read depth	
ENCFF600YIK	bigBed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF695NNX	3954074	ENCODE Processing Pipeline	53d8471e6631cd8072853aaf597bfba3		https://www.encodeproject.org/files/ENCFF600YIK/@@download/ENCFF600YIK.bigBed	hg19				released	s3://encode-public/2016/11/13/d3fa1c58-c195-4c42-8baa-b3e81cf0b581/ENCFF600YIK.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF986RLS	bed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF878YGG, ENCFF892TNJ	2294241	ENCODE Processing Pipeline	820f9408cef46fd117e73f4c49935c12		https://www.encodeproject.org/files/ENCFF986RLS/@@download/ENCFF986RLS.bed.gz	hg19				released	s3://encode-public/2016/11/13/6a52e451-e57d-4d2f-8eeb-70c0ace54949/ENCFF986RLS.bed.gz	low read length		control insufficient read depth, insufficient read depth	
